step,time,i,j,k,x,y,z,state
100,5,0,4,29,0.05,0.45,0.295,1
100,5,0,4,30,0.05,0.45,0.305,1
100,5,0,4,31,0.05,0.45,0.315,1
100,5,0,4,32,0.05,0.45,0.325,1
100,5,0,4,33,0.05,0.45,0.335,1
100,5,0,4,34,0.05,0.45,0.345,1
100,5,0,4,35,0.05,0.45,0.355,1
100,5,0,4,36,0.05,0.45,0.365,1
100,5,0,4,37,0.05,0.45,0.375,1
100,5,0,4,38,0.05,0.45,0.385,1
100,5,0,4,39,0.05,0.45,0.395,1
100,5,0,4,40,0.05,0.45,0.405,1
100,5,0,4,41,0.05,0.45,0.415,1
100,5,0,4,42,0.05,0.45,0.425,1
100,5,0,4,43,0.05,0.45,0.435,1
100,5,0,4,44,0.05,0.45,0.445,1
100,5,0,5,0,0.05,0.55,0.005,1
100,5,0,5,1,0.05,0.55,0.015,1
100,5,0,5,2,0.05,0.55,0.025,1
100,5,0,5,3,0.05,0.55,0.035,1
100,5,0,5,4,0.05,0.55,0.045,2
100,5,0,5,5,0.05,0.55,0.055,1
100,5,0,5,6,0.05,0.55,0.065,1
100,5,0,5,7,0.05,0.55,0.075,1
100,5,0,5,8,0.05,0.55,0.085,1
100,5,0,5,9,0.05,0.55,0.095,1
100,5,0,5,10,0.05,0.55,0.105,1
100,5,0,5,11,0.05,0.55,0.115,1
100,5,0,5,12,0.05,0.55,0.125,1
100,5,0,5,13,0.05,0.55,0.135,1
100,5,0,5,14,0.05,0.55,0.145,1
100,5,0,5,15,0.05,0.55,0.155,1
100,5,0,5,16,0.05,0.55,0.165,1
100,5,0,5,17,0.05,0.55,0.175,1
100,5,0,5,18,0.05,0.55,0.185,1
100,5,0,5,19,0.05,0.55,0.195,1
100,5,0,5,20,0.05,0.55,0.205,1
100,5,0,5,21,0.05,0.55,0.215,1
100,5,0,5,22,0.05,0.55,0.225,1
100,5,0,5,23,0.05,0.55,0.235,1
100,5,0,5,24,0.05,0.55,0.245,1
100,5,0,5,25,0.05,0.55,0.255,1
100,5,0,5,26,0.05,0.55,0.265,1
100,5,0,5,27,0.05,0.55,0.275,1
100,5,0,5,28,0.05,0.55,0.285,1
100,5,0,5,29,0.05,0.55,0.295,1
100,5,0,5,30,0.05,0.55,0.305,1
100,5,0,5,31,0.05,0.55,0.315,1
100,5,0,5,32,0.05,0.55,0.325,1
100,5,0,5,33,0.05,0.55,0.335,1
100,5,0,5,34,0.05,0.55,0.345,1
100,5,0,5,35,0.05,0.55,0.355,1
100,5,0,5,36,0.05,0.55,0.365,1
100,5,0,5,37,0.05,0.55,0.375,1
100,5,0,5,38,0.05,0.55,0.385,1
100,5,0,5,39,0.05,0.55,0.395,1
100,5,0,5,40,0.05,0.55,0.405,1
100,5,0,5,41,0.05,0.55,0.415,1
100,5,0,5,42,0.05,0.55,0.425,1
100,5,0,5,43,0.05,0.55,0.435,1
100,5,0,5,44,0.05,0.55,0.445,1
100,5,1,0,0,0.15,0.05,0.005,2
100,5,1,0,1,0.15,0.05,0.015,2
100,5,1,0,2,0.15,0.05,0.025,1
100,5,1,0,3,0.15,0.05,0.035,1
100,5,1,0,4,0.15,0.05,0.045,2
100,5,1,0,5,0.15,0.05,0.055,1
100,5,1,0,6,0.15,0.05,0.065,1
100,5,1,0,7,0.15,0.05,0.075,1
100,5,1,0,8,0.15,0.05,0.085,2
100,5,1,0,9,0.15,0.05,0.095,2
100,5,1,0,10,0.15,0.05,0.105,2
100,5,1,0,11,0.15,0.05,0.115,2
100,5,1,0,12,0.15,0.05,0.125,2
100,5,1,0,13,0.15,0.05,0.135,1
100,5,1,0,14,0.15,0.05,0.145,1
100,5,1,0,15,0.15,0.05,0.155,7
100,5,1,0,16,0.15,0.05,0.165,7
100,5,1,0,17,0.15,0.05,0.175,7
100,5,1,0,18,0.15,0.05,0.185,7
100,5,1,0,19,0.15,0.05,0.195,7
100,5,1,0,20,0.15,0.05,0.205,7
100,5,1,0,21,0.15,0.05,0.215,1
100,5,1,0,22,0.15,0.05,0.225,1
100,5,1,0,23,0.15,0.05,0.235,1
100,5,1,0,24,0.15,0.05,0.245,1
100,5,1,0,25,0.15,0.05,0.255,1
100,5,1,0,26,0.15,0.05,0.265,1
100,5,1,0,27,0.15,0.05,0.275,1
100,5,1,0,28,0.15,0.05,0.285,1
100,5,1,0,29,0.15,0.05,0.295,1
100,5,1,0,30,0.15,0.05,0.305,1
100,5,1,0,31,0.15,0.05,0.315,1
100,5,1,0,32,0.15,0.05,0.325,1
100,5,1,0,33,0.15,0.05,0.335,1
100,5,1,0,34,0.15,0.05,0.345,1
100,5,1,0,35,0.15,0.05,0.355,1
100,5,1,0,36,0.15,0.05,0.365,1
100,5,1,0,37,0.15,0.05,0.375,1
100,5,1,0,38,0.15,0.05,0.385,1
100,5,1,0,39,0.15,0.05,0.395,1
100,5,1,0,40,0.15,0.05,0.405,1
100,5,1,0,41,0.15,0.05,0.415,1
100,5,1,0,42,0.15,0.05,0.425,1
100,5,1,0,43,0.15,0.05,0.435,1
100,5,1,0,44,0.15,0.05,0.445,1
100,5,1,1,0,0.15,0.15,0.005,2
100,5,1,1,1,0.15,0.15,0.015,2
100,5,1,1,2,0.15,0.15,0.025,1
100,5,1,1,3,0.15,0.15,0.035,1
100,5,1,1,4,0.15,0.15,0.045,2
100,5,1,1,5,0.15,0.15,0.055,1
100,5,1,1,6,0.15,0.15,0.065,1
100,5,1,1,7,0.15,0.15,0.075,1
100,5,1,1,8,0.15,0.15,0.085,2
100,5,1,1,9,0.15,0.15,0.095,2
100,5,1,1,10,0.15,0.15,0.105,2
100,5,1,1,11,0.15,0.15,0.115,2
100,5,1,1,12,0.15,0.15,0.125,2
100,5,1,1,13,0.15,0.15,0.135,1
100,5,1,1,14,0.15,0.15,0.145,1
100,5,1,1,15,0.15,0.15,0.155,1
100,5,1,1,16,0.15,0.15,0.165,1
100,5,1,1,17,0.15,0.15,0.175,1
100,5,1,1,18,0.15,0.15,0.185,1
100,5,1,1,19,0.15,0.15,0.195,1
100,5,1,1,20,0.15,0.15,0.205,1
100,5,1,1,21,0.15,0.15,0.215,1
100,5,1,1,22,0.15,0.15,0.225,1
100,5,1,1,23,0.15,0.15,0.235,1
100,5,1,1,24,0.15,0.15,0.245,1
100,5,1,1,25,0.15,0.15,0.255,1
100,5,1,1,26,0.15,0.15,0.265,1
100,5,1,1,27,0.15,0.15,0.275,1
100,5,1,1,28,0.15,0.15,0.285,1
100,5,1,1,29,0.15,0.15,0.295,1
100,5,1,1,30,0.15,0.15,0.305,1
100,5,1,1,31,0.15,0.15,0.315,1
100,5,1,1,32,0.15,0.15,0.325,1
100,5,1,1,33,0.15,0.15,0.335,1
100,5,1,1,34,0.15,0.15,0.345,1
100,5,1,1,35,0.15,0.15,0.355,1
100,5,1,1,36,0.15,0.15,0.365,1
100,5,1,1,37,0.15,0.15,0.375,1
100,5,1,1,38,0.15,0.15,0.385,1
100,5,1,1,39,0.15,0.15,0.395,1
100,5,1,1,40,0.15,0.15,0.405,1
100,5,1,1,41,0.15,0.15,0.415,1
100,5,1,1,42,0.15,0.15,0.425,1
100,5,1,1,43,0.15,0.15,0.435,1
100,5,1,1,44,0.15,0.15,0.445,1
100,5,1,2,0,0.15,0.25,0.005,2
100,5,1,2,1,0.15,0.25,0.015,2
100,5,1,2,2,0.15,0.25,0.025,1
100,5,1,2,3,0.15,0.25,0.035,1
100,5,1,2,4,0.15,0.25,0.045,2
100,5,1,2,5,0.15,0.25,0.055,1
100,5,1,2,6,0.15,0.25,0.065,1
100,5,1,2,7,0.15,0.25,0.075,1
100,5,1,2,8,0.15,0.25,0.085,2
100,5,1,2,9,0.15,0.25,0.095,2
100,5,1,2,10,0.15,0.25,0.105,2
100,5,1,2,11,0.15,0.25,0.115,2
100,5,1,2,12,0.15,0.25,0.125,2
100,5,1,2,13,0.15,0.25,0.135,1
100,5,1,2,14,0.15,0.25,0.145,1
100,5,1,2,15,0.15,0.25,0.155,1
100,5,1,2,16,0.15,0.25,0.165,1
100,5,1,2,17,0.15,0.25,0.175,1
100,5,1,2,18,0.15,0.25,0.185,1
100,5,1,2,19,0.15,0.25,0.195,1
100,5,1,2,20,0.15,0.25,0.205,1
100,5,1,2,21,0.15,0.25,0.215,1
100,5,1,2,22,0.15,0.25,0.225,1
100,5,1,2,23,0.15,0.25,0.235,1
100,5,1,2,24,0.15,0.25,0.245,1
100,5,1,2,25,0.15,0.25,0.255,1
100,5,1,2,26,0.15,0.25,0.265,1
100,5,1,2,27,0.15,0.25,0.275,1
100,5,1,2,28,0.15,0.25,0.285,1
100,5,1,2,29,0.15,0.25,0.295,1
100,5,1,2,30,0.15,0.25,0.305,1
100,5,1,2,31,0.15,0.25,0.315,1
100,5,1,2,32,0.15,0.25,0.325,1
100,5,1,2,33,0.15,0.25,0.335,1
100,5,1,2,34,0.15,0.25,0.345,1
100,5,1,2,35,0.15,0.25,0.355,1
100,5,1,2,36,0.15,0.25,0.365,1
100,5,1,2,37,0.15,0.25,0.375,1
100,5,1,2,38,0.15,0.25,0.385,1
100,5,1,2,39,0.15,0.25,0.395,1
100,5,1,2,40,0.15,0.25,0.405,1
100,5,1,2,41,0.15,0.25,0.415,1
100,5,1,2,42,0.15,0.25,0.425,1
100,5,1,2,43,0.15,0.25,0.435,1
100,5,1,2,44,0.15,0.25,0.445,1
100,5,1,3,0,0.15,0.35,0.005,2
100,5,1,3,1,0.15,0.35,0.015,2
100,5,1,3,2,0.15,0.35,0.025,1
100,5,1,3,3,0.15,0.35,0.035,1
100,5,1,3,4,0.15,0.35,0.045,2
100,5,1,3,5,0.15,0.35,0.055,1
100,5,1,3,6,0.15,0.35,0.065,1
100,5,1,3,7,0.15,0.35,0.075,1
100,5,1,3,8,0.15,0.35,0.085,1
100,5,1,3,9,0.15,0.35,0.095,1
100,5,1,3,10,0.15,0.35,0.105,1
100,5,1,3,11,0.15,0.35,0.115,1
100,5,1,3,12,0.15,0.35,0.125,1
100,5,1,3,13,0.15,0.35,0.135,1
100,5,1,3,14,0.15,0.35,0.145,1
100,5,1,3,15,0.15,0.35,0.155,1
100,5,1,3,16,0.15,0.35,0.165,1
100,5,1,3,17,0.15,0.35,0.175,1
100,5,1,3,18,0.15,0.35,0.185,1
100,5,1,3,19,0.15,0.35,0.195,1
100,5,1,3,20,0.15,0.35,0.205,1
100,5,1,3,21,0.15,0.35,0.215,1
100,5,1,3,22,0.15,0.35,0.225,1
100,5,1,3,23,0.15,0.35,0.235,1
100,5,1,3,24,0.15,0.35,0.245,1
100,5,1,3,25,0.15,0.35,0.255,1
100,5,1,3,26,0.15,0.35,0.265,1
100,5,1,3,27,0.15,0.35,0.275,1
100,5,1,3,28,0.15,0.35,0.285,1
100,5,1,3,29,0.15,0.35,0.295,1
100,5,1,3,30,0.15,0.35,0.305,1
100,5,1,3,31,0.15,0.35,0.315,1
100,5,1,3,32,0.15,0.35,0.325,1
100,5,1,3,33,0.15,0.35,0.335,1
100,5,1,3,34,0.15,0.35,0.345,1
100,5,1,3,35,0.15,0.35,0.355,1
100,5,1,3,36,0.15,0.35,0.365,1
100,5,1,3,37,0.15,0.35,0.375,1
100,5,1,3,38,0.15,0.35,0.385,1
100,5,1,3,39,0.15,0.35,0.395,1
100,5,1,3,40,0.15,0.35,0.405,1
100,5,1,3,41,0.15,0.35,0.415,1
100,5,1,3,42,0.15,0.35,0.425,1
100,5,1,3,43,0.15,0.35,0.435,1
100,5,1,3,44,0.15,0.35,0.445,1
100,5,1,4,0,0.15,0.45,0.005,2
100,5,1,4,1,0.15,0.45,0.015,2
100,5,1,4,2,0.15,0.45,0.025,1
100,5,1,4,3,0.15,0.45,0.035,1
100,5,1,4,4,0.15,0.45,0.045,2
100,5,1,4,5,0.15,0.45,0.055,1
100,5,1,4,6,0.15,0.45,0.065,1
100,5,1,4,7,0.15,0.45,0.075,1
100,5,1,4,8,0.15,0.45,0.085,1
100,5,1,4,9,0.15,0.45,0.095,1
100,5,1,4,10,0.15,0.45,0.105,1
100,5,1,4,11,0.15,0.45,0.115,1
100,5,1,4,12,0.15,0.45,0.125,1
100,5,1,4,13,0.15,0.45,0.135,1
100,5,1,4,14,0.15,0.45,0.145,1
100,5,1,4,15,0.15,0.45,0.155,1
100,5,1,4,16,0.15,0.45,0.165,1
100,5,1,4,17,0.15,0.45,0.175,1
100,5,1,4,18,0.15,0.45,0.185,1
100,5,1,4,19,0.15,0.45,0.195,1
100,5,1,4,20,0.15,0.45,0.205,1
100,5,1,4,21,0.15,0.45,0.215,1
100,5,1,4,22,0.15,0.45,0.225,1
100,5,1,4,23,0.15,0.45,0.235,1
100,5,1,4,24,0.15,0.45,0.245,1
100,5,1,4,25,0.15,0.45,0.255,1
100,5,1,4,26,0.15,0.45,0.265,1
100,5,1,4,27,0.15,0.45,0.275,1
100,5,1,4,28,0.15,0.45,0.285,1
100,5,1,4,29,0.15,0.45,0.295,1
100,5,1,4,30,0.15,0.45,0.305,1
100,5,1,4,31,0.15,0.45,0.315,1
100,5,1,4,32,0.15,0.45,0.325,1
100,5,1,4,33,0.15,0.45,0.335,1
100,5,1,4,34,0.15,0.45,0.345,1
100,5,1,4,35,0.15,0.45,0.355,1
100,5,1,4,36,0.15,0.45,0.365,1
100,5,1,4,37,0.15,0.45,0.375,1
100,5,1,4,38,0.15,0.45,0.385,1
100,5,1,4,39,0.15,0.45,0.395,1
100,5,1,4,40,0.15,0.45,0.405,1
100,5,1,4,41,0.15,0.45,0.415,1
100,5,1,4,42,0.15,0.45,0.425,1
100,5,1,4,43,0.15,0.45,0.435,1
100,5,1,4,44,0.15,0.45,0.445,1
100,5,1,5,0,0.15,0.55,0.005,1
100,5,1,5,1,0.15,0.55,0.015,1
100,5,1,5,2,0.15,0.55,0.025,1
100,5,1,5,3,0.15,0.55,0.035,1
100,5,1,5,4,0.15,0.55,0.045,2
100,5,1,5,5,0.15,0.55,0.055,1
100,5,1,5,6,0.15,0.55,0.065,1
100,5,1,5,7,0.15,0.55,0.075,1
100,5,1,5,8,0.15,0.55,0.085,1
100,5,1,5,9,0.15,0.55,0.095,1
100,5,1,5,10,0.15,0.55,0.105,1
100,5,1,5,11,0.15,0.55,0.115,1
100,5,1,5,12,0.15,0.55,0.125,1
100,5,1,5,13,0.15,0.55,0.135,1
100,5,1,5,14,0.15,0.55,0.145,1
100,5,1,5,15,0.15,0.55,0.155,1
100,5,1,5,16,0.15,0.55,0.165,1
100,5,1,5,17,0.15,0.55,0.175,1
100,5,1,5,18,0.15,0.55,0.185,1
100,5,1,5,19,0.15,0.55,0.195,1
100,5,1,5,20,0.15,0.55,0.205,1
100,5,1,5,21,0.15,0.55,0.215,1
100,5,1,5,22,0.15,0.55,0.225,1
100,5,1,5,23,0.15,0.55,0.235,1
100,5,1,5,24,0.15,0.55,0.245,1
100,5,1,5,25,0.15,0.55,0.255,1
100,5,1,5,26,0.15,0.55,0.265,1
100,5,1,5,27,0.15,0.55,0.275,1
100,5,1,5,28,0.15,0.55,0.285,1
100,5,1,5,29,0.15,0.55,0.295,1
100,5,1,5,30,0.15,0.55,0.305,1
100,5,1,5,31,0.15,0.55,0.315,1
100,5,1,5,32,0.15,0.55,0.325,1
100,5,1,5,33,0.15,0.55,0.335,1
100,5,1,5,34,0.15,0.55,0.345,1
100,5,1,5,35,0.15,0.55,0.355,1
100,5,1,5,36,0.15,0.55,0.365,1
100,5,1,5,37,0.15,0.55,0.375,1
100,5,1,5,38,0.15,0.55,0.385,1
100,5,1,5,39,0.15,0.55,0.395,1
100,5,1,5,40,0.15,0.55,0.405,1
100,5,1,5,41,0.15,0.55,0.415,1
100,5,1,5,42,0.15,0.55,0.425,1
100,5,1,5,43,0.15,0.55,0.435,1
100,5,1,5,44,0.15,0.55,0.445,1
100,5,2,0,0,0.25,0.05,0.005,2
100,5,2,0,1,0.25,0.05,0.015,2
100,5,2,0,2,0.25,0.05,0.025,1
100,5,2,0,3,0.25,0.05,0.035,1
100,5,2,0,4,0.25,0.05,0.045,2
100,5,2,0,5,0.25,0.05,0.055,1
100,5,2,0,6,0.25,0.05,0.065,1
100,5,2,0,7,0.25,0.05,0.075,1
100,5,2,0,8,0.25,0.05,0.085,2
100,5,2,0,9,0.25,0.05,0.095,2
100,5,2,0,10,0.25,0.05,0.105,2
100,5,2,0,11,0.25,0.05,0.115,2
100,5,2,0,12,0.25,0.05,0.125,2
100,5,2,0,13,0.25,0.05,0.135,1
100,5,2,0,14,0.25,0.05,0.145,1
100,5,2,0,15,0.25,0.05,0.155,1
100,5,2,0,16,0.25,0.05,0.165,1
100,5,2,0,17,0.25,0.05,0.175,1
100,5,2,0,18,0.25,0.05,0.185,1
100,5,2,0,19,0.25,0.05,0.195,1
100,5,2,0,20,0.25,0.05,0.205,1
100,5,2,0,21,0.25,0.05,0.215,1
100,5,2,0,22,0.25,0.05,0.225,1
100,5,2,0,23,0.25,0.05,0.235,1
100,5,2,0,24,0.25,0.05,0.245,1
100,5,2,0,25,0.25,0.05,0.255,1
100,5,2,0,26,0.25,0.05,0.265,1
100,5,2,0,27,0.25,0.05,0.275,1
100,5,2,0,28,0.25,0.05,0.285,1
100,5,2,0,29,0.25,0.05,0.295,1
100,5,2,0,30,0.25,0.05,0.305,1
100,5,2,0,31,0.25,0.05,0.315,1
100,5,2,0,32,0.25,0.05,0.325,1
100,5,2,0,33,0.25,0.05,0.335,1
100,5,2,0,34,0.25,0.05,0.345,1
100,5,2,0,35,0.25,0.05,0.355,1
100,5,2,0,36,0.25,0.05,0.365,1
100,5,2,0,37,0.25,0.05,0.375,1
100,5,2,0,38,0.25,0.05,0.385,1
100,5,2,0,39,0.25,0.05,0.395,1
100,5,2,0,40,0.25,0.05,0.405,1
100,5,2,0,41,0.25,0.05,0.415,1
100,5,2,0,42,0.25,0.05,0.425,1
100,5,2,0,43,0.25,0.05,0.435,1
100,5,2,0,44,0.25,0.05,0.445,1
100,5,2,1,0,0.25,0.15,0.005,2
100,5,2,1,1,0.25,0.15,0.015,2
100,5,2,1,2,0.25,0.15,0.025,1
100,5,2,1,3,0.25,0.15,0.035,1
100,5,2,1,4,0.25,0.15,0.045,2
100,5,2,1,5,0.25,0.15,0.055,1
100,5,2,1,6,0.25,0.15,0.065,1
100,5,2,1,7,0.25,0.15,0.075,1
100,5,2,1,8,0.25,0.15,0.085,2
100,5,2,1,9,0.25,0.15,0.095,2
100,5,2,1,10,0.25,0.15,0.105,2
100,5,2,1,11,0.25,0.15,0.115,2
100,5,2,1,12,0.25,0.15,0.125,2
100,5,2,1,13,0.25,0.15,0.135,1
100,5,2,1,14,0.25,0.15,0.145,1
100,5,2,1,15,0.25,0.15,0.155,1
100,5,2,1,16,0.25,0.15,0.165,1
100,5,2,1,17,0.25,0.15,0.175,1
100,5,2,1,18,0.25,0.15,0.185,1
100,5,2,1,19,0.25,0.15,0.195,1
100,5,2,1,20,0.25,0.15,0.205,1
100,5,2,1,21,0.25,0.15,0.215,1
100,5,2,1,22,0.25,0.15,0.225,1
100,5,2,1,23,0.25,0.15,0.235,1
100,5,2,1,24,0.25,0.15,0.245,1
100,5,2,1,25,0.25,0.15,0.255,1
100,5,2,1,26,0.25,0.15,0.265,1
100,5,2,1,27,0.25,0.15,0.275,1
100,5,2,1,28,0.25,0.15,0.285,1
100,5,2,1,29,0.25,0.15,0.295,1
100,5,2,1,30,0.25,0.15,0.305,1
100,5,2,1,31,0.25,0.15,0.315,1
100,5,2,1,32,0.25,0.15,0.325,1
100,5,2,1,33,0.25,0.15,0.335,1
100,5,2,1,34,0.25,0.15,0.345,1
100,5,2,1,35,0.25,0.15,0.355,1
100,5,2,1,36,0.25,0.15,0.365,1
100,5,2,1,37,0.25,0.15,0.375,1
100,5,2,1,38,0.25,0.15,0.385,1
100,5,2,1,39,0.25,0.15,0.395,1
100,5,2,1,40,0.25,0.15,0.405,1
100,5,2,1,41,0.25,0.15,0.415,1
100,5,2,1,42,0.25,0.15,0.425,1
100,5,2,1,43,0.25,0.15,0.435,1
100,5,2,1,44,0.25,0.15,0.445,1
100,5,2,2,0,0.25,0.25,0.005,2
100,5,2,2,1,0.25,0.25,0.015,2
100,5,2,2,2,0.25,0.25,0.025,1
100,5,2,2,3,0.25,0.25,0.035,1
100,5,2,2,4,0.25,0.25,0.045,2
100,5,2,2,5,0.25,0.25,0.055,1
100,5,2,2,6,0.25,0.25,0.065,1
100,5,2,2,7,0.25,0.25,0.075,1
100,5,2,2,8,0.25,0.25,0.085,2
100,5,2,2,9,0.25,0.25,0.095,2
100,5,2,2,10,0.25,0.25,0.105,2
100,5,2,2,11,0.25,0.25,0.115,2
100,5,2,2,12,0.25,0.25,0.125,2
100,5,2,2,13,0.25,0.25,0.135,1
100,5,2,2,14,0.25,0.25,0.145,1
100,5,2,2,15,0.25,0.25,0.155,1
100,5,2,2,16,0.25,0.25,0.165,1
100,5,2,2,17,0.25,0.25,0.175,1
100,5,2,2,18,0.25,0.25,0.185,1
100,5,2,2,19,0.25,0.25,0.195,1
100,5,2,2,20,0.25,0.25,0.205,1
100,5,2,2,21,0.25,0.25,0.215,1
100,5,2,2,22,0.25,0.25,0.225,1
100,5,2,2,23,0.25,0.25,0.235,1
100,5,2,2,24,0.25,0.25,0.245,1
100,5,2,2,25,0.25,0.25,0.255,1
100,5,2,2,26,0.25,0.25,0.265,1
100,5,2,2,27,0.25,0.25,0.275,1
100,5,2,2,28,0.25,0.25,0.285,1
100,5,2,2,29,0.25,0.25,0.295,1
100,5,2,2,30,0.25,0.25,0.305,1
100,5,2,2,31,0.25,0.25,0.315,1
100,5,2,2,32,0.25,0.25,0.325,1
100,5,2,2,33,0.25,0.25,0.335,1
100,5,2,2,34,0.25,0.25,0.345,1
100,5,2,2,35,0.25,0.25,0.355,1
100,5,2,2,36,0.25,0.25,0.365,1
100,5,2,2,37,0.25,0.25,0.375,1
100,5,2,2,38,0.25,0.25,0.385,1
100,5,2,2,39,0.25,0.25,0.395,1
100,5,2,2,40,0.25,0.25,0.405,1
100,5,2,2,41,0.25,0.25,0.415,1
100,5,2,2,42,0.25,0.25,0.425,1
100,5,2,2,43,0.25,0.25,0.435,1
100,5,2,2,44,0.25,0.25,0.445,1
100,5,2,3,0,0.25,0.35,0.005,2
100,5,2,3,1,0.25,0.35,0.015,2
100,5,2,3,2,0.25,0.35,0.025,1
100,5,2,3,3,0.25,0.35,0.035,1
100,5,2,3,4,0.25,0.35,0.045,2
100,5,2,3,5,0.25,0.35,0.055,1
100,5,2,3,6,0.25,0.35,0.065,1
100,5,2,3,7,0.25,0.35,0.075,1
100,5,2,3,8,0.25,0.35,0.085,1
100,5,2,3,9,0.25,0.35,0.095,1
100,5,2,3,10,0.25,0.35,0.105,1
100,5,2,3,11,0.25,0.35,0.115,1
100,5,2,3,12,0.25,0.35,0.125,1
100,5,2,3,13,0.25,0.35,0.135,1
100,5,2,3,14,0.25,0.35,0.145,1
100,5,2,3,15,0.25,0.35,0.155,1
100,5,2,3,16,0.25,0.35,0.165,1
100,5,2,3,17,0.25,0.35,0.175,1
100,5,2,3,18,0.25,0.35,0.185,1
100,5,2,3,19,0.25,0.35,0.195,1
100,5,2,3,20,0.25,0.35,0.205,1
100,5,2,3,21,0.25,0.35,0.215,1
100,5,2,3,22,0.25,0.35,0.225,1
100,5,2,3,23,0.25,0.35,0.235,1
100,5,2,3,24,0.25,0.35,0.245,1
100,5,2,3,25,0.25,0.35,0.255,1
100,5,2,3,26,0.25,0.35,0.265,1
100,5,2,3,27,0.25,0.35,0.275,1
100,5,2,3,28,0.25,0.35,0.285,1
100,5,2,3,29,0.25,0.35,0.295,1
100,5,2,3,30,0.25,0.35,0.305,1
100,5,2,3,31,0.25,0.35,0.315,1
100,5,2,3,32,0.25,0.35,0.325,1
100,5,2,3,33,0.25,0.35,0.335,1
100,5,2,3,34,0.25,0.35,0.345,1
100,5,2,3,35,0.25,0.35,0.355,1
100,5,2,3,36,0.25,0.35,0.365,1
100,5,2,3,37,0.25,0.35,0.375,1
100,5,2,3,38,0.25,0.35,0.385,1
100,5,2,3,39,0.25,0.35,0.395,1
100,5,2,3,40,0.25,0.35,0.405,1
100,5,2,3,41,0.25,0.35,0.415,1
100,5,2,3,42,0.25,0.35,0.425,1
100,5,2,3,43,0.25,0.35,0.435,1
100,5,2,3,44,0.25,0.35,0.445,1
100,5,2,4,0,0.25,0.45,0.005,2
100,5,2,4,1,0.25,0.45,0.015,2
100,5,2,4,2,0.25,0.45,0.025,1
100,5,2,4,3,0.25,0.45,0.035,1
100,5,2,4,4,0.25,0.45,0.045,2
100,5,2,4,5,0.25,0.45,0.055,1
100,5,2,4,6,0.25,0.45,0.065,1
100,5,2,4,7,0.25,0.45,0.075,1
100,5,2,4,8,0.25,0.45,0.085,1
100,5,2,4,9,0.25,0.45,0.095,1
100,5,2,4,10,0.25,0.45,0.105,1
100,5,2,4,11,0.25,0.45,0.115,1
100,5,2,4,12,0.25,0.45,0.125,1
100,5,2,4,13,0.25,0.45,0.135,1
100,5,2,4,14,0.25,0.45,0.145,1
100,5,2,4,15,0.25,0.45,0.155,1
100,5,2,4,16,0.25,0.45,0.165,1
100,5,2,4,17,0.25,0.45,0.175,1
100,5,2,4,18,0.25,0.45,0.185,1
100,5,2,4,19,0.25,0.45,0.195,1
100,5,2,4,20,0.25,0.45,0.205,1
100,5,2,4,21,0.25,0.45,0.215,1
100,5,2,4,22,0.25,0.45,0.225,1
100,5,2,4,23,0.25,0.45,0.235,1
100,5,2,4,24,0.25,0.45,0.245,1
100,5,2,4,25,0.25,0.45,0.255,1
100,5,2,4,26,0.25,0.45,0.265,1
100,5,2,4,27,0.25,0.45,0.275,1
100,5,2,4,28,0.25,0.45,0.285,1
100,5,2,4,29,0.25,0.45,0.295,1
100,5,2,4,30,0.25,0.45,0.305,1
100,5,2,4,31,0.25,0.45,0.315,1
100,5,2,4,32,0.25,0.45,0.325,1
100,5,2,4,33,0.25,0.45,0.335,1
100,5,2,4,34,0.25,0.45,0.345,1
100,5,2,4,35,0.25,0.45,0.355,1
100,5,2,4,36,0.25,0.45,0.365,1
100,5,2,4,37,0.25,0.45,0.375,1
100,5,2,4,38,0.25,0.45,0.385,1
100,5,2,4,39,0.25,0.45,0.395,1
100,5,2,4,40,0.25,0.45,0.405,1
100,5,2,4,41,0.25,0.45,0.415,1
100,5,2,4,42,0.25,0.45,0.425,1
100,5,2,4,43,0.25,0.45,0.435,1
100,5,2,4,44,0.25,0.45,0.445,1
100,5,2,5,0,0.25,0.55,0.005,1
100,5,2,5,1,0.25,0.55,0.015,1
100,5,2,5,2,0.25,0.55,0.025,1
100,5,2,5,3,0.25,0.55,0.035,1
100,5,2,5,4,0.25,0.55,0.045,2
100,5,2,5,5,0.25,0.55,0.055,1
100,5,2,5,6,0.25,0.55,0.065,1
100,5,2,5,7,0.25,0.55,0.075,1
100,5,2,5,8,0.25,0.55,0.085,1
100,5,2,5,9,0.25,0.55,0.095,1
100,5,2,5,10,0.25,0.55,0.105,1
100,5,2,5,11,0.25,0.55,0.115,1
100,5,2,5,12,0.25,0.55,0.125,1
100,5,2,5,13,0.25,0.55,0.135,1
100,5,2,5,14,0.25,0.55,0.145,1
100,5,2,5,15,0.25,0.55,0.155,1
100,5,2,5,16,0.25,0.55,0.165,1
100,5,2,5,17,0.25,0.55,0.175,1
100,5,2,5,18,0.25,0.55,0.185,1
100,5,2,5,19,0.25,0.55,0.195,1
100,5,2,5,20,0.25,0.55,0.205,1
100,5,2,5,21,0.25,0.55,0.215,1
100,5,2,5,22,0.25,0.55,0.225,1
100,5,2,5,23,0.25,0.55,0.235,1
100,5,2,5,24,0.25,0.55,0.245,1
100,5,2,5,25,0.25,0.55,0.255,1
